date,lizard,freq,time,lat. ,long,ground,mesohabitat,microhabitat.simple,microhabitat,behavior,observing,comment
8-Jul,k,680,10:29,35.11463,-119.61583,above,open,annuals,annuals,thermo,0,"caught something small on ground, after some stalking then back into shade of annuals"
8-Jul,k,680,10:28,35.11463,-119.61583,above,open,annuals,annuals,thermo,0,thermo in shade annuals
8-Jul,k,680,10:33,35.11462,-119.61578,above,open,annuals,annuals,thermo,0,thermo in shade of annuals
8-Jul,k,680,9:38,35.11489,-119.6159,above,shrub,shrub,shrub edge,thermo,0,"moved into part shade under the nearby Ephedra, thermo, eyes partly closed"
8-Jul,k,680,9:53,35.11489,-119.6159,above,shrub,shrub,shrub edge,thermo,0,"semi-alert, looking around, lifting tail end and R foot off ground"
8-Jul,k,680,10:00,35.11489,-119.6159,above,shrub,shrub,shrub edge,thermo,0,"moved around shrub, staying in shade"
8-Jul,k,680,10:11,35.11486,-119.61607,above,shrub,shrub,undershrub,thermo,0,"crossed road, thermo in shade of small non-Ephedra shrub"
13-Jul,k,680,11:03,35.11529,-119.61555,above,open,burrow,burrow openning,obs,1,377 - emerging from burrow
13-Jul,k,680,11:14,35.11544,-119.61555,above ,open,annuals,annuals,sun,0,"sun, bask, open"
13-Jul,k,680,11:10,35.11531,-119.61539,above,shrub,shrub,shrub edge,sun,0,"left shade, in sun near same shrub basking - eyes squinty"
13-Jul,k,680,11:11,35.11538,-119.61559,above,shrub,shrub,undershrub,thermo,0,"shade under dead shrub, thermo"
13-Jul,k,680,11:20,35.11558,-119.61552,above,shrub,shrub,undershrub,thermo,0,"shade under dead shrub, thermo"
13-Jul,k,680,11:44,35.11557,-119.61552,above,shrub,shrub,undershrub,thermo,0,"under small shrub, part shade, thermo, eyes closed, darker color"
13-Jul,k,680,12:00,35.11557,-119.61552,above,shrub,shrub,undershrub,thermo,0,"turned around, same location"
13-Jul,k,680,11:35,35.11565,-119.61549,above,shrub,shrub,undershrub,thermo,0,"shade, eph shrub, thermo"
13-Jul,k,680,11:15,35.11544,-119.61546,above,shrub,shrub,undershrub,thermo,0,"shady, ephedra shrub, thermo"
13-Jul,k,680,11:05,35.11531,-119.61539,above,shrub,shrub,undershrub,thermo,0,ran under ephedra shrub to shade - thermoregulating
15-Jul,k,680,9:15,35.11411,-119.61528,above,open,annuals,annuals,hunt,1,"hunting, waving tail around"
15-Jul,k,680,9:19,35.11417,-119.61527,above,open,annuals,annuals,hunt,1,"hunting actively, running around"
15-Jul,k,680,10:11,35.11471,-119.6157,above,open,road,road,hunt,1,"moving down road, hunting"
15-Jul,k,680,10:12,35.11471,-119.6157,above,open,road,road,hunt,1,failed attempt on grasshopper
15-Jul,k,680,10:13,35.11471,-119.6157,above,open,road,road,hunt,1,"open, road, hunting"
15-Jul,k,680,10:02,35.11451,-119.61546,above,open,road,road,hunt,1,"hunting in road, caught something small on ground"
15-Jul,k,680,10:04,35.11451,-119.61546,above,open,road,road,hunt,1,stalking grasshopper but failed
15-Jul,k,680,9:37,35.11451,-119.6155,above,open,road,roadbank,hunt,1,hunting along roadbank
15-Jul,k,680,9:54,35.11451,-119.6155,above,open,road,roadbank,hunt,1,caught something on opposite roadbank
15-Jul,k,680,9:44,35.11451,-119.6155,above,open,road,roadbank annuals,hunt,1,climbing and jumping on roadside plants - hunting
15-Jul,k,680,9:25,35.11427,-119.61523,above,open,annuals,annuals,obs,1,"running down road, jumped up on dried up stick laying in road (maybe it looked vaguely lizard-like in shape?)"
15-Jul,k,680,9:13,35.11411,-119.61528,above,open,annuals,annuals,sun,0,387 - darker color
15-Jul,k,680,9:23,35.11427,-119.61523,above,open,annuals,annuals,sun,0,
15-Jul,k,680,10:07,35.11451,-119.61546,above,open,road,road,sun,1,"middle of road, basking and obs in sun - lighter in color"
15-Jul,k,680,9:51,35.11451,-119.6155,above,shrub,shrub,undershrub,thermo,0,shade of ephedra shrub from before
15-Jul,k,680,9:55,35.11451,-119.6155,above,shrub,shrub,undershrub,thermo,0,back to shrub - thermo in shade
15-Jul,k,680,10:09,35.11471,-119.6157,above,shrub,shrub,undershrub roadbank,thermo,0,shade of eph shrub on roadbank
15-Jul,k,680,10:06,35.11451,-119.61546,above,shrub,shrub,undershrub roadbank,thermo,0,thermo shade roadbank under dead am. Shrub
15-Jul,k,680,9:26,35.11449,-119.61538,above,open,shrub,undershrub roadbank,thermo,0,"roadbank shrub, ephedra shade"
12-Jul,l,717,10:56,35.11781,-119.61617,below,shrub,burrow,burrow,stand,0,374
13-Jul,l,717,10:55,35.11782,-119.61558,below,shrub,burrow,burrow,stand,0,376
9-Jul,m,760,11:05,35.1113,-119.62305,above ,open,bare,barepatch,hunt,1,crawled quickly then licked at ground
9-Jul,m,760,11:33,35.11151,-119.62297,above ,open,annuals,sparse annuals,hunt,1,"tried to grab beetle, not successful"
9-Jul,m,760,10:59,35.11133,-119.62308,above ,open,annuals,annuals,obs,1,worked its way into thick tall annuals then moved just outside it and obs
9-Jul,m,760,11:01,35.11133,-119.62308,above ,open,annuals,annuals,obs,1,perched on tall annual tuft
9-Jul,m,760,11:21,35.1114,-119.62305,above ,open,annuals,annuals,obs,1,"perched on an annual tuft stopped 2 times on way to this location to obs, 1st time stood tall tail tip raised, 2nd time perched on small rock"
9-Jul,m,760,11:27,35.11143,-119.62299,above ,open,annuals,annuals,obs,1,moved pausing once on the way
9-Jul,m,760,11:48,35.11156,-119.62296,above ,open,annuals,annuals,obs,1,"standing tall, looking around somewhat perched on annuals"
9-Jul,m,760,11:39,35.11156,-119.62296,above ,open,annuals,annuals,obs,1,stand tall
9-Jul,m,760,11:18,35.11133,-119.62303,above ,open,bare,barepatch,obs,1,stand tall
9-Jul,m,760,11:16,35.1132,-119.62302,above ,open,bare,barepatch,obs,1,
9-Jul,m,760,11:24,35.11141,-119.62301,above ,open,bare,barepatch,obs,1,stood tall
9-Jul,m,760,10:53,35.11131,-119.62296,above ,open,bare,barepatch ,obs,1,crawling away fairly quick then stood tall 
9-Jul,m,760,11:29,35.11148,-119.62298,above ,open,bare,barepatch rock,obs,1,perched on small rock
9-Jul,m,760,11:07,35.1113,-119.62305,above ,shrub,shrub,shrub edge,obs,1,standing tall next to tiny dead shrub
9-Jul,m,760,11:34,35.11154,-119.62298,above ,open,annuals,sparse annuals,obs,1,stand tall
9-Jul,m,760,11:30,35.11151,-119.62297,above ,open,annuals,sparse annuals,obs,1,stand tall near burrow opening tail tip raised
9-Jul,m,760,10:52,35.11126,-119.62296,above ,open,bare,trail bare patch,obs,1,
9-Jul,m,760,10:48,35.11118,-119.62299,above ,open,annuals,annuals,sun,1,
9-Jul,m,760,10:55,35.11131,-119.62296,above ,open,bare,barepatch,sun,1,lay lower to the ground eyes partly closed
14-Jul,m,760,11:45,35.11162,-119.62244,above ,open,bare,trail,hunt,1,slowly crawled towards insect unsuccessful
14-Jul,m,760,11:43,35.11165,-119.62244,above ,open,bare,trail ,hunt,1,sprinted and lept for insect caught black beetle
14-Jul,m,760,12:03,35.11152,-119.62263,above ,open,annuals,sparse annuals ,hunt,1,moved briefly away from shrub
14-Jul,m,760,11:44,35.11162,-119.62246,above ,open,annuals,annual tuft ,obs,1,
14-Jul,m,760,11:19,35.11166,-119.62241,above ,shrub,shrub,in shrub,obs,1,perched in small dead shrub female still some breeding color
14-Jul,m,760,11:24,35.11166,-119.62241,above ,shrub,shrub,in shrub,obs,1,lizard glanced a particularly loud jet
14-Jul,m,760,11:39,35.11166,-119.62241,above ,shrub,shrub,in shrub,obs,1,climbed higher in shrub lizard is vertical
14-Jul,m,760,12:19,35.11152,-119.62263,above ,shrub,shrub,undershrub,thermo,1,followed grasshopper with head as it flew past
14-Jul,m,760,11:56,35.11152,-119.62263,above ,shrub,shrub,undershrub,thermo,1,moved quickly to small ephedra may have seen insect on way
14-Jul,m,760,12:04,35.11152,-119.62263,above ,shrub,shrub,undershrub,thermo,1,moved back to shrub
14-Jul,m,760,11:46,35.1116,-119.62245,above ,shrub,shrub,undershrub,thermo,1,stood tall
7-Jul,n,840,10:25,35.11718,-119.61919,below,open,burrow,burrow,stand,0,336
8-Jul,n,840,11:19,35.11718,-119.62,above,open,annuals,annuals,hunt,1,"moves, waving tail, hunting? In sun"
8-Jul,n,840,11:21,35.11718,-119.62,above,open,annuals,annuals,hunt,1,failed attempt on grasshopper
8-Jul,n,840,11:27,35.11719,-119.61999,above,open,bare,barepatch,hunt,1,"slowly moving across dirt, stalking fly - failed attempt"
8-Jul,n,840,11:42,35.11718,-119.62009,above,shrub,shrub,shrub edge,hunt,1,"ate something right at buttonwillow on the ground, in sun now"
8-Jul,n,840,11:08,35.11719,-119.62,above,open,annuals,annuals,sun,0,eyes partly closed
8-Jul,n,840,11:15,35.11719,-119.62,above,open,annuals,annuals,sun,0,moves about 5 feet away
8-Jul,n,840,11:31,35.11718,-119.62,above,open,annuals,annuals ,sun,0,approached me! Basking
8-Jul,n,840,11:47,35.11714,-119.62018,above,open,wash,wash,sun,0,"moving downhill towards wash, sun, open, wash"
8-Jul,n,840,11:28,35.11718,-119.62,above,open,bare,barepatch,sun,1,359
8-Jul,n,840,11:54,35.11711,-119.62019,above,open,wash,wash,sun,1,"sun, open, bask, obs"
8-Jul,n,840,11:33,35.1172,-119.61999,above,open,annuals,annuals ,thermo,0,hunting attempt on grasshopper - failed
8-Jul,n,840,11:37,35.11718,-119.62009,above,shrub,shrub,shrub edge,thermo,0,shade of buttonwillow - thermo
8-Jul,n,840,11:44,35.11718,-119.62009,above,shrub,shrub,shrub edge,thermo,0,"moved to buttonwillow part shade next door, about 3 feet away"
8-Jul,n,840,11:34,35.1172,-119.62003,above,shrub,shrub,shrub edge,thermo,0,shade of buttonwillow - thermo
8-Jul,n,840,11:46,35.11716,-119.62003,above,shrub,shrub,shrub edge,thermo,0,approached me - shade thermo
8-Jul,n,840,11:30,35.11718,-119.62,above,shrub,shrub,shrub edge,thermo,0,part shade of tiny buttonwillow
8-Jul,n,840,11:57,35.11707,-119.62027,above,shrub,shrub,undershrub,thermo,0,"crossed wash into shade of goldenbush; thermo, obs"
8-Jul,n,840,12:05,35.11707,-119.62027,above,shrub,shrub,undershrub,thermo,0,"napping? Hunkered down, eyes closed"
8-Jul,n,840,11:22,35.11719,-119.61999,above,shrub,shrub,undershrub,thermo,0,"shade of buttonwillow, thermo"
14-Jul,n,840,10:40,35.1172,-119.62059,above,shrub,shrub,shrub edge,hunt,1,ate small bug off ground then returned to shade
14-Jul,n,840,10:46,35.11723,-119.62056,above,shrub,shrub,shrub edge,hunt,1,"failed hunting attempt in shade, thermo"
14-Jul,n,840,10:26,35.1172,-119.62059,above,open,bare,barehill,interact,0,moving and doing pushups in open sun
14-Jul,n,840,10:22,35.11737,-119.6203,above,open,bare,barehill,interact,0,"chased after another BNLL (240?) off the hillside, all the way to the wash - then standing in sun, observing at new location: 35.11715, 119.62064"
14-Jul,n,840,10:15,35.11736,-119.62013,above,open,bare,barehill,move,0,moving across hillside
14-Jul,n,840,10:45,35.11723,-119.62056,above,open,bare,barehill,sun,0,moved to bask in the sun
14-Jul,n,840,10:17,35.11737,-119.6202,above,open,bare,barehill,sun,0,"basking in sun, open"
14-Jul,n,840,10:10,35.11736,-119.62013,above,open,bare,barehill,sun,0,381
14-Jul,n,840,10:53,35.1173,-119.62061,above,shrub,shrub,shrub edge,thermo,0,"failed hunt, thermo in shade"
14-Jul,n,840,10:30,35.1172,-119.62059,above,shrub,shrub,undershrub,thermo,0,"moved to shade of dead shrub, thermo"
14-Jul,n,840,10:19,35.11737,-119.6202,above,shrub,shrub,undershrub,thermo,0,"shade of buttowillow, same location, thermo"
14-Jul,n,840,10:13,35.11736,-119.62013,above,shrub,shrub,undershrub,thermo,0,"moved to shade of buttonwillow, thermo, same location"
14-Jul,n,840,10:57,35.1173,-119.62061,above,shrub,shrub,shrub edge,hunt,1,"failed attempt on grasshopper, returned to shade"
14-Jul,n,840,10:20,35.11737,-119.6203,above,shrub,shrub,undershrub,hunt,1,"charged after bug, failed at catching it, thermo in shade of buttonwillow"
16-Jul,n,840,10:35,35.11729,-119.62051,above,open,bare,barehill,sun,0,395
16-Jul,n,840,10:44,35.11732,-119.62048,above,shrub,shrub,undershrub,thermo,0,"moved to shade of buttonwillow, thermo - did one pushup"
16-Jul,n,840,10:51,35.11732,-119.62048,above,shrub,shrub,undershrub,thermo,0,"moved to neighboring buttonwillow about 5 feet away, did one pushup"
16-Jul,n,840,10:59,35.11732,-119.62048,above,shrub,shrub,undershrub,thermo,0,"same location, stretched out on ground relaxed to the max"
11-Jul,o,860,10:01,35.11366,-119.62222,above ,open,wash,wash,hunt,1,crawl slowly towards 2 grasshoppers which flew
11-Jul,o,860,10:30,35.11361,-119.62206,above ,shrub,shrub,shrub edge washbank,obs,1,
11-Jul,o,860,10:02,35.11366,-119.62222,above ,open,wash,wash,obs,1,stood still
11-Jul,o,860,10:17,35.11365,-119.62218,above ,open,wash,washbank,obs,1,moved up wb
11-Jul,o,860,10:26,35.11363,-119.62207,above ,open,wash,washbank,obs,1,
11-Jul,o,860,10:08,35.11363,-119.62218,above ,shrub,shrub,shrub edge,sun,1,moved back to sedge passed through shrub
11-Jul,o,860,10:23,35.11364,-119.62212,above ,shrub,shrub,shrub edge,sun,1,
11-Jul,o,860,10:33,35.11361,-119.62199,above ,shrub,shrub,shrub edge,sun,1,new shrub
11-Jul,o,860,10:48,35.11361,-119.62199,above ,shrub,shrub,shrub edge,sun,1,
11-Jul,o,860,9:57,35.11363,-119.62218,above ,shrub,shrub,shrub edge,sun,1,
11-Jul,o,860,10:00,35.11364,-119.62219,above ,open,wash,wash,sun,1,moved down wash
11-Jul,o,860,9:48,35.11362,-119.62215,above ,open,wash,washbank,sun,1,dark colored near shrub
11-Jul,o,860,9:55,35.11363,-119.62218,above ,shrub ,shrub,undershrub,thermo,0,
7-Jul,p,919,12:40,35.11609,-119.62154,above ,open ,bare,barepatch,hunt,1,jump off tuft moved towards insect which flew
7-Jul,p,919,12:41,35.11608,-119.62154,above ,shrub,shrub,undershrub,hunt,1,moved under shrub and grabbed insect off of underside of lowest branches
7-Jul,p,919,12:07,35.11617,-119.62138,above ,shrub,shrub,undershrub,hunt,1,move away from shrub after insect moved quick with pauses not sucessful then moved under nearby ephedra thermo again
7-Jul,p,919,12:34,35.11612,-119.62154,above ,open,annuals,annuals,move,0,amsinkia rolled in wind lizard moved towards shrub
7-Jul,p,919,12:29,35.11612,-119.62154,above ,open,annuals,annuals,obs,1,perched in broken off ephedra obs head turning eyes partly closed
7-Jul,p,919,12:36,35.1161,-119.62158,above ,open,annuals,thick annuals,obs,1,perched on tuft of thicker annuals
7-Jul,p,919,12:54,35.11608,-119.62154,above ,shrub,shrub,shrub edge,hunt,1,moved towards insect in open then climbed tuft 
7-Jul,p,919,13:00,35.11608,-119.62154,above ,shrub ,shrub,undershrub,thermo,1,
7-Jul,p,919,12:56,35.11608,-119.62154,above ,shrub,shrub,undershrub,thermo,1,moved back under shrub
7-Jul,p,919,12:43,35.11608,-119.62154,above ,shrub,shrub,undershrub,thermo,0,
7-Jul,p,919,12:00,35.11622,-119.62139,above ,shrub,shrub,undershrub,thermo,0,small goldenbush in shade standing tall with tail tip raised
7-Jul,p,919,12:17,35.11612,-119.62154,above ,open,annuals,annuals,thermo,1,in dead broken off amsinkia was under thermo then climbed unstable as climbed
16-Jul,p,919,12:35,35.11597,-119.62184,above ,shrub,shrub,undershrub,thermo,0,moved away then back to new shrub
16-Jul,p,919,11:41,35.11597,-119.62181,above ,shrub,shrub,undershrub,thermo,0,"tiny goldenbush, female, still has some breeding color, occassionally turning around in shade"
16-Jul,p,919,12:09,35.11597,-119.62181,above ,shrub,shrub,undershrub,thermo,0,moved slightly into sun then moved back under shrub
16-Jul,p,919,12:40,35.116,-119.62176,above ,shrub,shrub,undershrub,thermo,0,moved over mound to new shrub
17-Jul,p,919,11:04,35.11583,-119.62202,above,open,annuals,annuals,sun,0,"hunting failed, observing in sun, open"
17-Jul,p,919,11:13,35.11581,-119.62195,above,shrub,shrub,in shrub,sun,0,"perched on dead shrub, eyes partly closed, bask in sun"
17-Jul,p,919,11:33,35.11576,-119.62202,above,open,annuals,annuals,hunt,1,moving - open - bask/obs - caught bug on ground…approached me then ran back to shade of shrub from 1116
17-Jul,p,919,11:45,35.11576,-119.62202,above,shrub,shrub,undershrub,thermo,0,back to shade of first shrub at 1100
17-Jul,p,919,11:00,35.11583,-119.62194,above,shrub,shrub,undershrub,thermo,0,above
17-Jul,p,919,11:16,35.11576,-119.62202,above,shrub,shrub,undershrub,hunt,1,"ate bug, moved to shade under small noneph shrub"
12-Jul,q,939,9:59,35.11458,-119.619,above ,open,burrow,burrow,dig,0,digging burrow
12-Jul,q,939,10:05,35.11458,-119.619,above ,open,burrow,burrow,dig,0,back to digging
12-Jul,q,939,10:12,35.11458,-119.619,above ,open,burrow,burrow,dig,0,diggingmostly with front legsturned around came out and push a fair amount of dirt away from burrow 
12-Jul,q,939,10:19,35.11458,-119.619,above ,open,burrow,burrow,dig,0,back to digging
12-Jul,q,939,10:27,35.11458,-119.619,above ,open,burrow,burrow,dig,0,
12-Jul,q,939,10:35,35.11458,-119.619,above ,open,burrow,burrow,dig,0,
12-Jul,q,939,10:43,35.11458,-119.619,above ,open,burrow,burrow,dig,0,
12-Jul,q,939,10:21,35.11458,-119.619,above ,open,annuals,annuals,obs,1,
12-Jul,q,939,9:49,35.11458,-119.619,above ,open,annuals,sparse annuals,obs,1,back up after several weeks down may have been disturbed
12-Jul,q,939,9:56,35.11458,-119.619,above ,open,annuals,annuals,obs ,1,perched in annuals
12-Jul,q,939,10:02,35.11458,-119.619,above ,open,annuals,annuals,sun,1,pause in digging to climb annual tuft near burrow and obs
12-Jul,q,939,10:07,35.11458,-119.619,above ,open,annuals,annuals,sun,1,paused to perch in annual tuft again
12-Jul,q,939,10:29,35.11458,-119.619,above ,open,annuals,annuals,sun,1,eyes shut tail tip raised
12-Jul,q,939,10:37,35.11458,-119.619,above ,open,annuals,annuals,sun,1,vertically perched possible exposing underside to sun
12-Jul,q,939,10:15,35.11458,-119.619,above ,open ,annuals,annuals,sun,1,paused to obs on annual tuft again
12-Jul,q,939,10:49,35.11458,-119.619,above ,open,annuals,annuals,sun,1,annual tuft perched
12-Jul,q,939,10:45,35.11458,-119.619,above ,open,annuals,annuals,sun,1,perched in same tuft
13-Jul,q,939,9:53,35.11445,-119.61923,above ,open,burrow,burrow barepatch,dig,0,digging new burrow not using burrow from yesterday
13-Jul,q,939,10:01,35.11445,-119.61923,above ,open,burrow,burrow barepatch,dig,0,dig occasionally coming out to push loose dirt away from burrow and obs then going back to digging
13-Jul,q,939,10:22,35.11445,-119.61923,above ,open,burrow,burrow barepatch,dig,0,lizard can now fit almost whole body in burrow still coming up to remove dirt and obs
13-Jul,q,939,10:28,35.11445,-119.61923,above ,open,burrow,burrow barepatch,dig,0,lizard returned to burrow to continue digging
13-Jul,q,939,10:48,35.11445,-119.61923,above ,open,burrow,burrow barepatch,dig,0,"burrow now big enough to hid lizard completely, still digging a bit and coming out to move loose dirt away"
13-Jul,q,939,10:26,35.11445,-119.61923,above ,open,burrow,burrow barepatch,hunt,1,"lizard's head sticking out of burrow pause in digging, grasshopper landed right next to burrow, lizard stared at it for a few moments then lept out of burrow at grasshopper which escaped"
13-Jul,q,939,9:58,35.11445,-119.61923,above ,open,burrow,burrow barepatch,sun,1,"pause from digging, pushed loose dirt away from burrow"
13-Jul,q,939,12:10,35.11445,-119.61923,below,open,burrow,burrow barepatch,stand,0,came back to check on lizard burrow backfilled lizard inside
13-Jul,q,939,9:48,35.11445,-119.61923,above ,open,burrow,burrow barepatch,sun,1,
9-Jul,r,979,12:21,35.11312,-119.62296,above ,open,burrow,burrow openning,defecate ,1,defecated then moved a few feet away and cont. obs
9-Jul,r,979,12:27,35.11311,-119.62312,above ,open,annuals,sparse annuals,hunt,1,crawling slowly with pauses thrashing tail did not lunge for anything
9-Jul,r,979,12:22,35.11312,-119.62296,above ,open,bare,trail,hunt,1,ran after grasshopper got away
9-Jul,r,979,12:15,35.1131,-119.62292,above ,open,bare,trail,hunt,1,run for insect paused flicked tail
9-Jul,r,979,12:23,35.11311,-119.62299,above ,open,bare,trail,move,0,returned to burrow mound bare patch slightly different area
9-Jul,r,979,12:07,35.11306,-119.62294,above ,open,bare,trail,move,0,moving down trail
9-Jul,r,979,12:26,35.11311,-119.62308,above ,open,annuals,annuals,obs,1,
9-Jul,r,979,12:14,35.11311,-119.62291,above ,shrub,annuals,annuals,obs,1,in annuals at base of dead shrub
9-Jul,r,979,12:46,35.11309,-119.62318,above ,open,annuals,annuals trail,obs,1,
9-Jul,r,979,12:04,35.11306,-119.62294,above ,open,bare,barepatch,obs,1,stand tall looking around
9-Jul,r,979,12:17,35.11312,-119.62296,above ,open,burrow,burrow openning,obs,1,"stand tall, bare burrow patch"
9-Jul,r,979,12:55,35.11315,-119.62318,above ,shrub,shrub,in shrub,obs,1,small goldenbush perched in lower branches
9-Jul,r,979,12:09,35.11311,-119.62291,above ,shrub ,shrub,in shrub,obs,1,perched in tiny dead shrub
9-Jul,r,979,12:03,35.11305,-119.62292,above ,shrub,shrub,shrub edge trail,obs,1,moving out away from shrub
9-Jul,r,979,12:29,35.11311,-119.62312,above ,open,annuals,thick annuals,obs,1,perched on thicker annuals
9-Jul,r,979,12:47,35.11315,-119.62318,above ,shrub,shrub,in shrub,thermo,1,"perched in lower goldenbush branches, moved quickly here from last location"
9-Jul,r,979,11:57,35.11305,-119.62292,above ,shrub,shrub,undershrub,thermo,1,on trail leading into shrub facing out
9-Jul,r,979,11:55,35.11312,-119.62291,above ,open,annuals,annuals,sun,1,
9-Jul,r,979,12:36,35.11308,-119.62318,above ,shrub,shrub,undershrub,thermo,0,obs
17-Jul,r,979,11:45,35.11326,-119.62359,above ,open,annuals,annuals,hunt,1,jumped out of shrub ran for insect
17-Jul,r,979,11:57,35.11338,-119.62377,above ,open,bare,trail,hunt,1,lept for grasshopper
17-Jul,r,979,11:36,35.11326,-119.62359,above ,shrub,shrub,in shrub,obs,1,perched dead goldenbush
17-Jul,r,979,12:25,35.11338,-119.62392,above ,shrub,shrub,undershrub,thermo,1,
17-Jul,r,979,11:53,35.11333,-119.62369,above ,open,bare,barepatch,sun,1,loose dirt tail raised 
17-Jul,r,979,12:04,35.11333,-119.62386,above ,open,burrow,burrow mound,sun,1,
17-Jul,r,979,11:32,35.11319,-119.62361,above ,open,burrow,burrow mound,sun,1,female still tiny bit of breeding color
17-Jul,r,979,12:05,35.11338,-119.62392,above ,shrub,shrub,undershrub,thermo,0,goldenbush
17-Jul,r,979,11:59,35.11338,-119.6238,above ,shrub,shrub,undershrub,thermo,0,obs
17-Jul,r,979,11:25,35.11315,-119.62368,above ,shrub,shrub,undershrub,thermo,1,goldenbush front legs on lowest branches perching
17-Jul,r,979,11:46,35.1133,-119.62366,above ,shrub,shrub,undershrub,thermo,1,moved to new shrub
